InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice
INV04057,63667,Ayam Geprek,1,03/04/2025 00:00,22.0
INV04058,53150,Nasi Goreng,3,02/13/2025 00:00,20.0
INV04058,34999,Ayam Geprek,3,02/13/2025 00:00,22.0
INV04058,59078,Kopi Susu,3,02/13/2025 00:00,12.0
INV04059,68000,Sate Ayam,2,03/16/2025 00:00,25.0
INV04059,29906,Kopi Susu,2,03/16/2025 00:00,12.0
INV04059,80714,Mie Ayam,3,03/16/2025 00:00,15.0
INV04059,77056,Nasi Goreng,2,03/16/2025 00:00,20.0
INV04059,92633,Soto Ayam,3,03/16/2025 00:00,20.0
INV04060,39168,Kopi Susu,3,02/27/2025 00:00,12.0
INV04060,86979,Sate Ayam,2,02/27/2025 00:00,25.0
INV04060,81344,Nasi Goreng,3,02/27/2025 00:00,20.0
INV04060,93310,Jus Alpukat,3,02/27/2025 00:00,10.0
INV04061,80633,Mie Ayam,1,02/15/2025 00:00,15.0
INV04061,68794,Sate Ayam,2,02/15/2025 00:00,25.0
INV04061,68006,Bakso,3,02/15/2025 00:00,18.0
INV04062,78397,Nasi Goreng,1,03/19/2025 00:00,20.0
INV04062,10743,Soto Ayam,1,03/19/2025 00:00,20.0
INV04062,61320,Jus Alpukat,2,03/19/2025 00:00,10.0
INV04063,84731,Kopi Susu,3,02/05/2025 00:00,12.0
INV04063,95970,Nasi Goreng,2,02/05/2025 00:00,20.0
INV04064,98554,Kopi Susu,3,02/16/2025 00:00,12.0
INV04064,78289,Es Teh,2,02/16/2025 00:00,5.0
INV04064,30475,Ayam Geprek,2,02/16/2025 00:00,22.0
INV04064,58259,Mie Ayam,1,02/16/2025 00:00,15.0
INV04064,98291,Nasi Goreng,2,02/16/2025 00:00,20.0
INV04065,88812,Kopi Susu,2,02/22/2025 00:00,12.0
INV04065,32614,Ayam Geprek,3,02/22/2025 00:00,22.0
INV04065,77807,Bakso,2,02/22/2025 00:00,18.0
INV04066,57680,Sate Ayam,3,03/16/2025 00:00,25.0
INV04066,15605,Mie Ayam,1,03/16/2025 00:00,15.0
INV04067,92381,Nasi Goreng,2,03/29/2025 00:00,20.0
INV04067,12956,Ayam Geprek,2,03/29/2025 00:00,22.0
INV04068,25910,Es Teh,3,02/12/2025 00:00,5.0
INV04068,17853,Kopi Susu,3,02/12/2025 00:00,12.0
INV04069,43634,Sate Ayam,2,02/19/2025 00:00,25.0
INV04069,80004,Rendang,1,02/19/2025 00:00,30.0
INV04069,30959,Es Teh,2,02/19/2025 00:00,5.0
INV04070,73800,Jus Alpukat,2,03/04/2025 00:00,10.0
INV04071,10046,Soto Ayam,2,02/25/2025 00:00,20.0
INV04071,60818,Nasi Goreng,2,02/25/2025 00:00,20.0
INV04072,77280,Rendang,2,03/20/2025 00:00,30.0
INV04072,43933,Soto Ayam,2,03/20/2025 00:00,20.0
INV04073,77505,Sate Ayam,2,03/02/2025 00:00,25.0
INV04073,58223,Bakso,2,03/02/2025 00:00,18.0
INV04073,69375,Ayam Geprek,1,03/02/2025 00:00,22.0
INV04073,31217,Mie Ayam,3,03/02/2025 00:00,15.0
INV04074,21732,Mie Ayam,3,02/16/2025 00:00,15.0
INV04074,28863,Nasi Goreng,3,02/16/2025 00:00,20.0
INV04075,84143,Soto Ayam,3,02/04/2025 00:00,20.0
INV04075,69871,Sate Ayam,2,02/04/2025 00:00,25.0
INV04076,40063,Mie Ayam,2,03/30/2025 00:00,15.0
INV04076,91182,Soto Ayam,1,03/30/2025 00:00,20.0
INV04076,16258,Sate Ayam,3,03/30/2025 00:00,25.0
INV04077,27079,Soto Ayam,2,03/25/2025 00:00,20.0
INV04077,47287,Bakso,1,03/25/2025 00:00,18.0
INV04077,77195,Kopi Susu,2,03/25/2025 00:00,12.0
INV04077,11059,Ayam Geprek,2,03/25/2025 00:00,22.0
INV04078,39979,Mie Ayam,1,02/11/2025 00:00,15.0
INV04079,17188,Ayam Geprek,1,03/10/2025 00:00,22.0
INV04079,49106,Sate Ayam,1,03/10/2025 00:00,25.0
INV04079,15862,Soto Ayam,2,03/10/2025 00:00,20.0
INV04080,20638,Bakso,3,02/05/2025 00:00,18.0
INV04081,78648,Ayam Geprek,2,02/11/2025 00:00,22.0
INV04081,33752,Bakso,3,02/11/2025 00:00,18.0
INV04081,75844,Nasi Goreng,1,02/11/2025 00:00,20.0
INV04082,36112,Ayam Geprek,2,03/05/2025 00:00,22.0
INV04083,74614,Jus Alpukat,1,03/22/2025 00:00,10.0
INV04083,62896,Mie Ayam,3,03/22/2025 00:00,15.0
INV04083,21353,Ayam Geprek,1,03/22/2025 00:00,22.0
INV04084,38787,Sate Ayam,2,03/11/2025 00:00,25.0
INV04084,80710,Rendang,1,03/11/2025 00:00,30.0
INV04084,49980,Nasi Goreng,2,03/11/2025 00:00,20.0
INV04084,48854,Bakso,2,03/11/2025 00:00,18.0
INV04084,17084,Ayam Geprek,3,03/11/2025 00:00,22.0
INV04085,70261,Sate Ayam,2,03/18/2025 00:00,25.0
INV04085,32551,Es Teh,1,03/18/2025 00:00,5.0
INV04086,95619,Bakso,1,03/02/2025 00:00,18.0
INV04086,66320,Nasi Goreng,1,03/02/2025 00:00,20.0
INV04086,81696,Ayam Geprek,3,03/02/2025 00:00,22.0
INV04086,76355,Es Teh,1,03/02/2025 00:00,5.0
INV04086,51916,Jus Alpukat,3,03/02/2025 00:00,10.0
INV04087,38089,Kopi Susu,1,03/05/2025 00:00,12.0
INV04087,68615,Nasi Goreng,1,03/05/2025 00:00,20.0
INV04087,15203,Ayam Geprek,2,03/05/2025 00:00,22.0
INV04087,82237,Bakso,1,03/05/2025 00:00,18.0
INV04087,48834,Mie Ayam,3,03/05/2025 00:00,15.0
INV04088,60096,Rendang,3,02/17/2025 00:00,30.0
INV04088,22471,Nasi Goreng,3,02/17/2025 00:00,20.0
INV04088,47708,Bakso,1,02/17/2025 00:00,18.0
INV04088,80557,Sate Ayam,2,02/17/2025 00:00,25.0
INV04089,67671,Bakso,2,02/17/2025 00:00,18.0
INV04089,24281,Jus Alpukat,3,02/17/2025 00:00,10.0
INV04089,72181,Mie Ayam,2,02/17/2025 00:00,15.0
INV04089,69561,Ayam Geprek,2,02/17/2025 00:00,22.0
INV04090,41360,Sate Ayam,2,02/22/2025 00:00,25.0
INV04091,30183,Sate Ayam,3,02/17/2025 00:00,25.0
INV04091,22555,Rendang,2,02/17/2025 00:00,30.0
INV04092,52067,Ayam Geprek,2,02/27/2025 00:00,22.0
INV04092,76686,Nasi Goreng,2,02/27/2025 00:00,20.0
INV04092,44410,Es Teh,2,02/27/2025 00:00,5.0
INV04093,46186,Jus Alpukat,1,02/15/2025 00:00,10.0
INV04093,87919,Sate Ayam,2,02/15/2025 00:00,25.0
INV04094,52969,Es Teh,2,02/07/2025 00:00,5.0
INV04094,13878,Bakso,1,02/07/2025 00:00,18.0
INV04094,78591,Mie Ayam,2,02/07/2025 00:00,15.0
INV04095,48000,Es Teh,1,03/15/2025 00:00,5.0
INV04095,61411,Bakso,2,03/15/2025 00:00,18.0
INV04095,61224,Soto Ayam,2,03/15/2025 00:00,20.0
INV04096,17864,Soto Ayam,3,03/03/2025 00:00,20.0
INV04096,44860,Kopi Susu,3,03/03/2025 00:00,12.0
INV04096,49220,Bakso,3,03/03/2025 00:00,18.0
INV04096,18845,Sate Ayam,3,03/03/2025 00:00,25.0
INV04096,90254,Rendang,2,03/03/2025 00:00,30.0
INV04097,85435,Sate Ayam,1,02/16/2025 00:00,25.0
INV04097,32550,Jus Alpukat,1,02/16/2025 00:00,10.0
INV04097,27361,Kopi Susu,2,02/16/2025 00:00,12.0
INV04097,69344,Rendang,3,02/16/2025 00:00,30.0
INV04097,15930,Mie Ayam,1,02/16/2025 00:00,15.0
INV04098,13085,Es Teh,3,03/21/2025 00:00,5.0
INV04098,14208,Mie Ayam,2,03/21/2025 00:00,15.0
INV04098,43822,Rendang,2,03/21/2025 00:00,30.0
INV04098,79187,Soto Ayam,3,03/21/2025 00:00,20.0
INV04098,84585,Nasi Goreng,1,03/21/2025 00:00,20.0
INV04099,26829,Mie Ayam,3,03/21/2025 00:00,15.0
INV04099,75246,Rendang,2,03/21/2025 00:00,30.0
INV04099,52926,Soto Ayam,3,03/21/2025 00:00,20.0
INV04100,46398,Jus Alpukat,3,03/01/2025 00:00,10.0
INV04101,21860,Jus Alpukat,1,02/09/2025 00:00,10.0
INV04101,95842,Rendang,2,02/09/2025 00:00,30.0
INV04102,33548,Nasi Goreng,2,03/26/2025 00:00,20.0
INV04103,50204,Sate Ayam,1,03/02/2025 00:00,25.0
INV04103,85147,Bakso,2,03/02/2025 00:00,18.0
INV04104,27085,Rendang,2,02/20/2025 00:00,30.0
INV04104,71377,Bakso,2,02/20/2025 00:00,18.0
INV04104,81176,Jus Alpukat,3,02/20/2025 00:00,10.0
INV04104,71446,Es Teh,2,02/20/2025 00:00,5.0
INV04105,60739,Nasi Goreng,1,03/20/2025 00:00,20.0
INV04105,71605,Rendang,2,03/20/2025 00:00,30.0
INV04105,85476,Bakso,3,03/20/2025 00:00,18.0
INV04105,51275,Kopi Susu,1,03/20/2025 00:00,12.0
INV04105,68045,Soto Ayam,3,03/20/2025 00:00,20.0
INV04106,83652,Es Teh,1,03/28/2025 00:00,5.0
INV04107,41069,Bakso,2,03/27/2025 00:00,18.0
INV04107,42297,Nasi Goreng,2,03/27/2025 00:00,20.0
INV04108,49162,Rendang,1,02/28/2025 00:00,30.0
INV04108,97407,Bakso,1,02/28/2025 00:00,18.0
INV04108,78297,Es Teh,2,02/28/2025 00:00,5.0
INV04108,84203,Kopi Susu,2,02/28/2025 00:00,12.0
INV04108,63124,Ayam Geprek,3,02/28/2025 00:00,22.0
INV04109,11702,Kopi Susu,1,03/30/2025 00:00,12.0
INV04110,15854,Mie Ayam,1,02/26/2025 00:00,15.0
INV04110,81402,Rendang,2,02/26/2025 00:00,30.0
INV04110,45210,Sate Ayam,1,02/26/2025 00:00,25.0
INV04110,56503,Nasi Goreng,1,02/26/2025 00:00,20.0
INV04110,11267,Kopi Susu,2,02/26/2025 00:00,12.0
INV04111,31043,Mie Ayam,2,03/01/2025 00:00,15.0
INV04111,40074,Rendang,1,03/01/2025 00:00,30.0
INV04111,58616,Bakso,1,03/01/2025 00:00,18.0
INV04111,68374,Sate Ayam,3,03/01/2025 00:00,25.0
INV04112,89494,Kopi Susu,1,03/14/2025 00:00,12.0
INV04112,42023,Nasi Goreng,3,03/14/2025 00:00,20.0
INV04112,34137,Rendang,2,03/14/2025 00:00,30.0
INV04112,35620,Es Teh,3,03/14/2025 00:00,5.0
INV04112,39751,Bakso,2,03/14/2025 00:00,18.0
INV04113,14879,Soto Ayam,3,02/22/2025 00:00,20.0
INV04113,86260,Bakso,3,02/22/2025 00:00,18.0
INV04113,15414,Ayam Geprek,1,02/22/2025 00:00,22.0
INV04113,41585,Nasi Goreng,2,02/22/2025 00:00,20.0
INV04113,97957,Kopi Susu,3,02/22/2025 00:00,12.0
INV04114,43002,Nasi Goreng,3,02/14/2025 00:00,20.0
INV04114,24498,Sate Ayam,2,02/14/2025 00:00,25.0
INV04114,82415,Rendang,3,02/14/2025 00:00,30.0
INV04114,76430,Kopi Susu,3,02/14/2025 00:00,12.0
INV04114,45631,Soto Ayam,2,02/14/2025 00:00,20.0
INV04115,64573,Jus Alpukat,2,02/08/2025 00:00,10.0
INV04115,75812,Kopi Susu,1,02/08/2025 00:00,12.0
INV04116,80105,Soto Ayam,1,02/18/2025 00:00,20.0
INV04116,88934,Jus Alpukat,2,02/18/2025 00:00,10.0
INV04117,69334,Rendang,2,03/06/2025 00:00,30.0
INV04117,62232,Kopi Susu,2,03/06/2025 00:00,12.0
INV04117,41209,Mie Ayam,2,03/06/2025 00:00,15.0
INV04118,21085,Kopi Susu,3,03/14/2025 00:00,12.0
INV04118,80475,Es Teh,1,03/14/2025 00:00,5.0
INV04118,40592,Nasi Goreng,1,03/14/2025 00:00,20.0
INV04118,66046,Bakso,2,03/14/2025 00:00,18.0
INV04118,25836,Mie Ayam,2,03/14/2025 00:00,15.0
INV04119,73913,Sate Ayam,3,02/28/2025 00:00,25.0
INV04120,92640,Jus Alpukat,3,03/28/2025 00:00,10.0
INV04120,81871,Soto Ayam,1,03/28/2025 00:00,20.0
INV04120,82525,Nasi Goreng,1,03/28/2025 00:00,20.0
INV04120,15185,Mie Ayam,1,03/28/2025 00:00,15.0
INV04120,97506,Ayam Geprek,2,03/28/2025 00:00,22.0
INV04121,54757,Rendang,3,02/28/2025 00:00,30.0
INV04121,51566,Es Teh,3,02/28/2025 00:00,5.0
INV04122,31601,Bakso,3,02/12/2025 00:00,18.0
INV04122,51383,Rendang,1,02/12/2025 00:00,30.0
INV04122,91179,Es Teh,3,02/12/2025 00:00,5.0
INV04122,66877,Sate Ayam,2,02/12/2025 00:00,25.0
INV04123,76797,Kopi Susu,2,02/28/2025 00:00,12.0
INV04123,85707,Es Teh,3,02/28/2025 00:00,5.0
INV04124,22252,Ayam Geprek,3,03/08/2025 00:00,22.0
INV04125,24652,Es Teh,1,03/31/2025 00:00,5.0
INV04125,70665,Nasi Goreng,2,03/31/2025 00:00,20.0
INV04126,14604,Sate Ayam,3,03/03/2025 00:00,25.0
INV04126,29537,Soto Ayam,1,03/03/2025 00:00,20.0
INV04126,70360,Bakso,1,03/03/2025 00:00,18.0
INV04126,56924,Rendang,1,03/03/2025 00:00,30.0
INV04126,47330,Nasi Goreng,3,03/03/2025 00:00,20.0
INV04127,16235,Ayam Geprek,1,02/26/2025 00:00,22.0
INV04128,94154,Es Teh,2,03/16/2025 00:00,5.0
INV04128,97851,Kopi Susu,2,03/16/2025 00:00,12.0
INV04128,47530,Rendang,2,03/16/2025 00:00,30.0
INV04128,46746,Soto Ayam,2,03/16/2025 00:00,20.0
INV04129,34605,Rendang,2,03/18/2025 00:00,30.0
INV04129,74377,Es Teh,1,03/18/2025 00:00,5.0
INV04129,19083,Kopi Susu,3,03/18/2025 00:00,12.0
INV04129,56380,Bakso,3,03/18/2025 00:00,18.0
INV04129,18483,Sate Ayam,1,03/18/2025 00:00,25.0
INV04130,26146,Jus Alpukat,1,03/15/2025 00:00,10.0
INV04131,59541,Jus Alpukat,3,02/06/2025 00:00,10.0
INV04131,94876,Es Teh,2,02/06/2025 00:00,5.0
INV04131,50198,Mie Ayam,3,02/06/2025 00:00,15.0
INV04131,52155,Ayam Geprek,3,02/06/2025 00:00,22.0
INV04132,56847,Sate Ayam,3,03/29/2025 00:00,25.0
INV04133,96757,Bakso,1,02/14/2025 00:00,18.0
INV04133,76711,Es Teh,3,02/14/2025 00:00,5.0
INV04133,94887,Ayam Geprek,3,02/14/2025 00:00,22.0
INV04133,17198,Rendang,2,02/14/2025 00:00,30.0
INV04134,40357,Rendang,3,03/03/2025 00:00,30.0
INV04134,19675,Es Teh,3,03/03/2025 00:00,5.0
INV04134,20689,Ayam Geprek,3,03/03/2025 00:00,22.0
INV04134,31032,Sate Ayam,3,03/03/2025 00:00,25.0
INV04135,17869,Sate Ayam,3,02/05/2025 00:00,25.0
INV04136,40245,Es Teh,2,02/21/2025 00:00,5.0
INV04137,59385,Es Teh,2,02/08/2025 00:00,5.0
INV04137,29942,Jus Alpukat,2,02/08/2025 00:00,10.0
INV04137,13411,Nasi Goreng,2,02/08/2025 00:00,20.0
INV04137,97961,Rendang,2,02/08/2025 00:00,30.0
INV04137,59941,Mie Ayam,1,02/08/2025 00:00,15.0
INV04138,41616,Rendang,2,02/18/2025 00:00,30.0
INV04138,79035,Sate Ayam,2,02/18/2025 00:00,25.0
INV04138,47513,Bakso,1,02/18/2025 00:00,18.0
INV04138,80320,Jus Alpukat,3,02/18/2025 00:00,10.0
INV04139,38491,Bakso,2,02/17/2025 00:00,18.0
INV04139,94923,Jus Alpukat,3,02/17/2025 00:00,10.0
INV04139,14087,Kopi Susu,3,02/17/2025 00:00,12.0
INV04139,77778,Soto Ayam,1,02/17/2025 00:00,20.0
INV04140,34981,Es Teh,1,03/03/2025 00:00,5.0
INV04141,45318,Sate Ayam,1,02/01/2025 00:00,25.0
INV04141,57644,Jus Alpukat,3,02/01/2025 00:00,10.0
INV04141,16773,Bakso,3,02/01/2025 00:00,18.0
INV04142,94542,Jus Alpukat,3,02/15/2025 00:00,10.0
INV04142,20027,Kopi Susu,3,02/15/2025 00:00,12.0
INV04142,47759,Es Teh,2,02/15/2025 00:00,5.0
INV04142,39243,Bakso,2,02/15/2025 00:00,18.0
INV04143,31337,Rendang,1,02/12/2025 00:00,30.0
INV04143,76182,Mie Ayam,3,02/12/2025 00:00,15.0
INV04143,19520,Ayam Geprek,2,02/12/2025 00:00,22.0
INV04143,26678,Bakso,3,02/12/2025 00:00,18.0
INV04144,67908,Bakso,3,03/18/2025 00:00,18.0
INV04144,42071,Nasi Goreng,1,03/18/2025 00:00,20.0
INV04144,23715,Mie Ayam,1,03/18/2025 00:00,15.0
INV04145,87489,Rendang,2,03/24/2025 00:00,30.0
INV04145,56543,Ayam Geprek,2,03/24/2025 00:00,22.0
INV04145,31123,Bakso,1,03/24/2025 00:00,18.0
INV04145,97053,Kopi Susu,3,03/24/2025 00:00,12.0
INV04146,49847,Nasi Goreng,1,03/20/2025 00:00,20.0
INV04146,98307,Ayam Geprek,3,03/20/2025 00:00,22.0
INV04146,80967,Sate Ayam,1,03/20/2025 00:00,25.0
INV04146,65805,Mie Ayam,1,03/20/2025 00:00,15.0
INV04146,39568,Es Teh,2,03/20/2025 00:00,5.0
INV04147,16914,Ayam Geprek,2,03/28/2025 00:00,22.0
INV04147,65281,Kopi Susu,1,03/28/2025 00:00,12.0
INV04147,65029,Nasi Goreng,1,03/28/2025 00:00,20.0
INV04147,91919,Bakso,3,03/28/2025 00:00,18.0
INV04148,51573,Jus Alpukat,2,03/27/2025 00:00,10.0
INV04148,92813,Kopi Susu,2,03/27/2025 00:00,12.0
INV04148,51793,Ayam Geprek,3,03/27/2025 00:00,22.0
INV04149,42152,Bakso,3,03/18/2025 00:00,18.0
INV04149,51122,Mie Ayam,2,03/18/2025 00:00,15.0
INV04149,42006,Kopi Susu,1,03/18/2025 00:00,12.0
INV04150,45612,Bakso,3,02/03/2025 00:00,18.0
INV04151,93920,Es Teh,2,02/21/2025 00:00,5.0
INV04151,56922,Jus Alpukat,1,02/21/2025 00:00,10.0
INV04152,12752,Ayam Geprek,2,03/23/2025 00:00,22.0
INV04152,13526,Jus Alpukat,2,03/23/2025 00:00,10.0
INV04152,18481,Rendang,3,03/23/2025 00:00,30.0
INV04152,90890,Mie Ayam,3,03/23/2025 00:00,15.0
INV04152,83404,Kopi Susu,3,03/23/2025 00:00,12.0
INV04153,11015,Rendang,2,02/19/2025 00:00,30.0
INV04153,19322,Soto Ayam,2,02/19/2025 00:00,20.0
INV04153,59307,Bakso,1,02/19/2025 00:00,18.0
INV04153,33186,Es Teh,3,02/19/2025 00:00,5.0
INV04154,80637,Es Teh,3,03/05/2025 00:00,5.0
INV04154,85414,Nasi Goreng,3,03/05/2025 00:00,20.0
INV04155,20791,Ayam Geprek,1,02/15/2025 00:00,22.0
INV04156,78759,Kopi Susu,1,03/06/2025 00:00,12.0
INV04156,68059,Nasi Goreng,1,03/06/2025 00:00,20.0
INV04156,49684,Jus Alpukat,2,03/06/2025 00:00,10.0
INV04156,13455,Bakso,1,03/06/2025 00:00,18.0
INV04156,76438,Sate Ayam,3,03/06/2025 00:00,25.0
INV04157,78351,Ayam Geprek,3,02/04/2025 00:00,22.0
INV04157,66482,Kopi Susu,3,02/04/2025 00:00,12.0
INV04157,82263,Sate Ayam,2,02/04/2025 00:00,25.0
INV04158,18587,Nasi Goreng,3,03/02/2025 00:00,20.0
INV04158,83751,Sate Ayam,1,03/02/2025 00:00,25.0
INV04159,71137,Rendang,3,03/01/2025 00:00,30.0
INV04160,86125,Rendang,3,02/04/2025 00:00,30.0
INV04160,39380,Mie Ayam,2,02/04/2025 00:00,15.0
INV04160,76421,Sate Ayam,2,02/04/2025 00:00,25.0
INV04161,95166,Soto Ayam,1,02/01/2025 00:00,20.0
INV04161,52199,Es Teh,2,02/01/2025 00:00,5.0
INV04161,12361,Bakso,3,02/01/2025 00:00,18.0
INV04161,38158,Nasi Goreng,1,02/01/2025 00:00,20.0
INV04162,69235,Kopi Susu,1,02/01/2025 00:00,12.0
INV04162,90744,Soto Ayam,2,02/01/2025 00:00,20.0
INV04163,59581,Jus Alpukat,1,02/27/2025 00:00,10.0
INV04163,73949,Rendang,1,02/27/2025 00:00,30.0
INV04163,41612,Bakso,3,02/27/2025 00:00,18.0
INV04164,84325,Mie Ayam,3,02/10/2025 00:00,15.0
INV04164,17215,Soto Ayam,2,02/10/2025 00:00,20.0
INV04164,16789,Rendang,3,02/10/2025 00:00,30.0
INV04164,68947,Sate Ayam,3,02/10/2025 00:00,25.0
INV04165,73938,Ayam Geprek,2,02/05/2025 00:00,22.0
INV04165,32273,Sate Ayam,2,02/05/2025 00:00,25.0
INV04165,80409,Jus Alpukat,2,02/05/2025 00:00,10.0
INV04166,26709,Rendang,3,02/17/2025 00:00,30.0
INV04166,18653,Nasi Goreng,1,02/17/2025 00:00,20.0
INV04167,36876,Kopi Susu,1,02/07/2025 00:00,12.0
INV04167,89590,Mie Ayam,1,02/07/2025 00:00,15.0
INV04167,35635,Rendang,3,02/07/2025 00:00,30.0
INV04167,79382,Nasi Goreng,3,02/07/2025 00:00,20.0
INV04167,80414,Es Teh,3,02/07/2025 00:00,5.0
INV04168,24168,Es Teh,3,03/13/2025 00:00,5.0
INV04168,62250,Sate Ayam,1,03/13/2025 00:00,25.0
INV04168,53806,Mie Ayam,2,03/13/2025 00:00,15.0
INV04169,77540,Soto Ayam,1,03/17/2025 00:00,20.0
INV04170,40325,Nasi Goreng,2,03/07/2025 00:00,20.0
INV04170,28112,Mie Ayam,1,03/07/2025 00:00,15.0
INV04170,27312,Kopi Susu,2,03/07/2025 00:00,12.0
INV04171,56285,Nasi Goreng,2,02/11/2025 00:00,20.0
INV04171,15694,Es Teh,3,02/11/2025 00:00,5.0
INV04172,37303,Mie Ayam,2,02/25/2025 00:00,15.0
INV04172,56260,Nasi Goreng,2,02/25/2025 00:00,20.0
INV04172,85343,Bakso,2,02/25/2025 00:00,18.0
INV04172,98875,Es Teh,2,02/25/2025 00:00,5.0
INV04173,22469,Kopi Susu,3,02/08/2025 00:00,12.0
INV04174,11702,Nasi Goreng,3,03/02/2025 00:00,20.0
INV04174,52926,Sate Ayam,3,03/02/2025 00:00,25.0
INV04175,69692,Rendang,2,02/16/2025 00:00,30.0
INV04176,34674,Es Teh,3,03/16/2025 00:00,5.0
INV04176,50443,Bakso,2,03/16/2025 00:00,18.0
INV04177,11132,Jus Alpukat,1,03/25/2025 00:00,10.0
INV04177,25395,Bakso,3,03/25/2025 00:00,18.0
INV04178,14558,Kopi Susu,1,02/06/2025 00:00,12.0
INV04178,69165,Mie Ayam,3,02/06/2025 00:00,15.0
INV04178,85214,Es Teh,3,02/06/2025 00:00,5.0
INV04178,84478,Ayam Geprek,3,02/06/2025 00:00,22.0
INV04178,21082,Soto Ayam,2,02/06/2025 00:00,20.0
INV04179,16001,Ayam Geprek,2,03/27/2025 00:00,22.0
INV04180,78147,Mie Ayam,3,03/04/2025 00:00,15.0
INV04180,55456,Jus Alpukat,2,03/04/2025 00:00,10.0
INV04180,45063,Soto Ayam,1,03/04/2025 00:00,20.0
INV04180,46738,Rendang,2,03/04/2025 00:00,30.0
INV04181,33047,Rendang,2,03/31/2025 00:00,30.0
INV04181,87882,Bakso,2,03/31/2025 00:00,18.0
INV04182,33064,Ayam Geprek,2,03/25/2025 00:00,22.0
INV04182,88825,Bakso,3,03/25/2025 00:00,18.0
INV04182,72709,Kopi Susu,1,03/25/2025 00:00,12.0
INV04182,15504,Es Teh,3,03/25/2025 00:00,5.0
INV04183,33436,Bakso,3,02/03/2025 00:00,18.0
INV04183,91452,Soto Ayam,3,02/03/2025 00:00,20.0
INV04183,44906,Rendang,2,02/03/2025 00:00,30.0
INV04183,93744,Es Teh,1,02/03/2025 00:00,5.0
INV04184,10847,Jus Alpukat,1,02/24/2025 00:00,10.0
INV04184,34826,Soto Ayam,1,02/24/2025 00:00,20.0
INV04184,90893,Rendang,2,02/24/2025 00:00,30.0
INV04185,58361,Rendang,2,02/02/2025 00:00,30.0
INV04185,40359,Sate Ayam,1,02/02/2025 00:00,25.0
INV04185,47824,Jus Alpukat,1,02/02/2025 00:00,10.0
INV04185,46404,Nasi Goreng,2,02/02/2025 00:00,20.0
INV04186,58015,Mie Ayam,1,03/20/2025 00:00,15.0
INV04186,79074,Kopi Susu,1,03/20/2025 00:00,12.0
INV04186,29759,Es Teh,1,03/20/2025 00:00,5.0
INV04187,65294,Kopi Susu,2,02/23/2025 00:00,12.0
INV04187,18717,Jus Alpukat,1,02/23/2025 00:00,10.0
INV04187,85220,Ayam Geprek,1,02/23/2025 00:00,22.0
INV04187,60320,Mie Ayam,1,02/23/2025 00:00,15.0
INV04188,90565,Bakso,3,03/30/2025 00:00,18.0
INV04189,60292,Kopi Susu,1,03/04/2025 00:00,12.0
INV04189,94586,Jus Alpukat,2,03/04/2025 00:00,10.0
INV04189,90100,Es Teh,3,03/04/2025 00:00,5.0
INV04189,52578,Sate Ayam,2,03/04/2025 00:00,25.0
INV04189,71290,Mie Ayam,3,03/04/2025 00:00,15.0
INV04190,33510,Mie Ayam,3,03/25/2025 00:00,15.0
INV04190,10649,Jus Alpukat,2,03/25/2025 00:00,10.0
INV04190,87278,Rendang,1,03/25/2025 00:00,30.0
INV04191,88972,Rendang,3,02/22/2025 00:00,30.0
INV04191,93579,Kopi Susu,1,02/22/2025 00:00,12.0
INV04191,28938,Sate Ayam,1,02/22/2025 00:00,25.0
INV04191,23667,Nasi Goreng,3,02/22/2025 00:00,20.0
INV04192,92771,Jus Alpukat,2,03/09/2025 00:00,10.0
INV04192,41464,Mie Ayam,1,03/09/2025 00:00,15.0
INV04193,41280,Es Teh,1,02/06/2025 00:00,5.0
INV04193,81968,Nasi Goreng,2,02/06/2025 00:00,20.0
INV04193,20478,Kopi Susu,3,02/06/2025 00:00,12.0
INV04194,37072,Jus Alpukat,2,03/12/2025 00:00,10.0
INV04194,76047,Sate Ayam,2,03/12/2025 00:00,25.0
INV04194,82733,Soto Ayam,2,03/12/2025 00:00,20.0
INV04195,70867,Nasi Goreng,3,02/11/2025 00:00,20.0
INV04195,77316,Kopi Susu,1,02/11/2025 00:00,12.0
INV04195,86125,Ayam Geprek,2,02/11/2025 00:00,22.0
INV04195,33000,Soto Ayam,2,02/11/2025 00:00,20.0
INV04195,95316,Bakso,3,02/11/2025 00:00,18.0
INV04196,65891,Rendang,3,02/28/2025 00:00,30.0
INV04196,78979,Jus Alpukat,2,02/28/2025 00:00,10.0
INV04196,80036,Es Teh,1,02/28/2025 00:00,5.0
INV04196,31385,Soto Ayam,1,02/28/2025 00:00,20.0
INV04196,51616,Ayam Geprek,2,02/28/2025 00:00,22.0
INV04197,74753,Sate Ayam,3,02/04/2025 00:00,25.0
INV04197,87014,Nasi Goreng,2,02/04/2025 00:00,20.0
INV04197,11947,Jus Alpukat,2,02/04/2025 00:00,10.0
INV04197,15209,Mie Ayam,2,02/04/2025 00:00,15.0
INV04197,78423,Ayam Geprek,1,02/04/2025 00:00,22.0
INV04198,22069,Ayam Geprek,1,03/05/2025 00:00,22.0
INV04199,15650,Bakso,2,02/28/2025 00:00,18.0
INV04200,34048,Nasi Goreng,3,02/22/2025 00:00,20.0
INV04200,87373,Mie Ayam,1,02/22/2025 00:00,15.0
INV04200,73879,Soto Ayam,1,02/22/2025 00:00,20.0
